,cell,frame,x,y,z,celltype,E_V_cm,date,trial,user,x_shifted,y_shifted,z_shifted
40,1,10,44.898196748013355,160.34651045260446,163.35684812938138,HL-60-TMEM154KO1,0,20241120,0,AP,44.898196748013355,160.34651045260446,163.35684812938138
41,1,11,47.11508015231253,160.400270829463,161.6354184489588,HL-60-TMEM154KO1,0,20241120,0,AP,47.11508015231253,160.400270829463,161.6354184489588
42,1,12,43.78283269519718,162.69427703014657,160.10550414831303,HL-60-TMEM154KO1,0,20241120,0,AP,43.78283269519718,162.69427703014657,160.10550414831303
43,1,13,44.2971012142964,163.26621781146568,157.4395058056473,HL-60-TMEM154KO1,0,20241120,0,AP,44.2971012142964,163.26621781146568,157.4395058056473
44,1,14,42.28664404421253,163.8505232693462,156.86727573540512,HL-60-TMEM154KO1,0,20241120,0,AP,42.28664404421253,163.8505232693462,156.86727573540512
45,1,15,43.247733301200974,163.06318835530425,161.27497449956346,HL-60-TMEM154KO1,0,20241120,0,AP,43.247733301200974,163.06318835530425,161.27497449956346
46,1,16,44.22288134607674,163.12648248619175,163.24920403389422,HL-60-TMEM154KO1,0,20241120,0,AP,44.22288134607674,163.12648248619175,163.24920403389422
47,1,17,44.776485180643284,162.46196022990162,163.8625879329934,HL-60-TMEM154KO1,0,20241120,0,AP,44.776485180643284,162.46196022990162,163.8625879329934
48,1,18,46.22115935535732,161.07623746036856,162.35739546006818,HL-60-TMEM154KO1,0,20241120,0,AP,46.22115935535732,161.07623746036856,162.35739546006818
49,1,19,47.874816752955205,159.21580605727976,160.76349537935153,HL-60-TMEM154KO1,0,20241120,0,AP,47.874816752955205,159.21580605727976,160.76349537935153
50,1,20,43.583689713651594,161.79006515184565,160.30727444894814,HL-60-TMEM154KO1,0,20241120,0,AP,43.583689713651594,161.79006515184565,160.30727444894814
51,1,21,38.199764926712334,164.51417712315006,160.44702128066348,HL-60-TMEM154KO1,0,20241120,0,AP,38.199764926712334,164.51417712315006,160.44702128066348
52,1,22,30.279759038180963,168.7531451465823,161.0229486742471,HL-60-TMEM154KO1,0,20241120,0,AP,30.279759038180963,168.7531451465823,161.0229486742471
53,1,23,29.1569932406775,173.32984125330836,163.02151667204316,HL-60-TMEM154KO1,0,20241120,0,AP,29.1569932406775,173.32984125330836,163.02151667204316
54,1,24,31.03161696686687,169.94464598054108,163.11728097926888,HL-60-TMEM154KO1,0,20241120,0,AP,31.03161696686687,169.94464598054108,163.11728097926888
55,1,25,32.950612904907565,166.90456067090034,159.96126199042374,HL-60-TMEM154KO1,0,20241120,0,AP,32.950612904907565,166.90456067090034,159.96126199042374
56,1,26,30.915520325220502,164.36501114112951,158.32295229699,HL-60-TMEM154KO1,0,20241120,0,AP,30.915520325220502,164.36501114112951,158.32295229699
57,1,27,34.559466068407374,166.70127025873106,160.07960636248401,HL-60-TMEM154KO1,0,20241120,0,AP,34.559466068407374,166.70127025873106,160.07960636248401
58,1,28,35.680286874898755,167.04025905382392,161.22905659449623,HL-60-TMEM154KO1,0,20241120,0,AP,35.680286874898755,167.04025905382392,161.22905659449623
59,1,29,37.857483027215004,168.38375291188063,163.57713936261962,HL-60-TMEM154KO1,0,20241120,0,AP,37.857483027215004,168.38375291188063,163.57713936261962
60,1,30,36.64199202803598,168.21262066096278,163.39469574716438,HL-60-TMEM154KO1,0,20241120,0,AP,36.64199202803598,168.21262066096278,163.39469574716438
61,2,0,439.5710939970296,157.52361710936557,128.0513603632764,HL-60-TMEM154KO1,0,20241120,0,AP,439.5710939970296,157.52361710936557,128.0513603632764
62,2,1,435.0899930359678,158.44056905450051,126.76393207104238,HL-60-TMEM154KO1,0,20241120,0,AP,435.0899930359678,158.44056905450051,126.76393207104238
63,2,2,427.2525991367705,159.78480884412923,124.99993391400932,HL-60-TMEM154KO1,0,20241120,0,AP,427.2525991367705,159.78480884412923,124.99993391400932
64,2,3,416.9352552871687,153.977232654238,127.16310113255543,HL-60-TMEM154KO1,0,20241120,0,AP,416.9352552871687,153.977232654238,127.16310113255543
65,2,4,418.12524314855443,153.5944384879762,125.69789416308399,HL-60-TMEM154KO1,0,20241120,0,AP,418.12524314855443,153.5944384879762,125.69789416308399
66,2,5,413.4241621225324,151.00498820253512,129.7726328282863,HL-60-TMEM154KO1,0,20241120,0,AP,413.4241621225324,151.00498820253512,129.7726328282863
67,2,6,408.75071948281715,150.41447238960785,128.3030154334995,HL-60-TMEM154KO1,0,20241120,0,AP,408.75071948281715,150.41447238960785,128.3030154334995
68,2,7,412.4149243028495,150.24355842916938,129.33563582923347,HL-60-TMEM154KO1,0,20241120,0,AP,412.4149243028495,150.24355842916938,129.33563582923347
69,2,8,417.86991325819287,153.73241743212407,125.82777599341371,HL-60-TMEM154KO1,0,20241120,0,AP,417.86991325819287,153.73241743212407,125.82777599341371
70,2,9,416.81070612002134,158.14510027387945,121.85457897707244,HL-60-TMEM154KO1,0,20241120,0,AP,416.81070612002134,158.14510027387945,121.85457897707244
71,2,10,411.41245358252456,158.54085570068432,120.9487726859368,HL-60-TMEM154KO1,0,20241120,0,AP,411.41245358252456,158.54085570068432,120.9487726859368
72,2,11,409.86346383716494,160.08224243947936,120.1311211717958,HL-60-TMEM154KO1,0,20241120,0,AP,409.86346383716494,160.08224243947936,120.1311211717958
73,2,12,411.7075158461468,160.30184014908613,123.10370866921873,HL-60-TMEM154KO1,0,20241120,0,AP,411.7075158461468,160.30184014908613,123.10370866921873
74,2,13,417.6497529104693,156.9142567094012,119.51514082504879,HL-60-TMEM154KO1,0,20241120,0,AP,417.6497529104693,156.9142567094012,119.51514082504879
75,2,14,417.15402517407233,156.43472690143594,117.63292641531491,HL-60-TMEM154KO1,0,20241120,0,AP,417.15402517407233,156.43472690143594,117.63292641531491
76,2,15,416.44997147482655,158.0352167480079,119.27956178805533,HL-60-TMEM154KO1,0,20241120,0,AP,416.44997147482655,158.0352167480079,119.27956178805533
77,2,16,414.3956597065915,158.9367690004186,115.57384527834773,HL-60-TMEM154KO1,0,20241120,0,AP,414.3956597065915,158.9367690004186,115.57384527834773
78,2,17,411.5828986693632,162.4902585718113,113.48106454622732,HL-60-TMEM154KO1,0,20241120,0,AP,411.5828986693632,162.4902585718113,113.48106454622732
79,2,18,407.6881064550281,166.92797230829467,104.36808375073988,HL-60-TMEM154KO1,0,20241120,0,AP,407.6881064550281,166.92797230829467,104.36808375073988
80,2,19,407.4811967366926,165.8767082305308,101.11459817188698,HL-60-TMEM154KO1,0,20241120,0,AP,407.4811967366926,165.8767082305308,101.11459817188698
81,2,20,402.36255746870427,170.05295784034283,92.29617045715983,HL-60-TMEM154KO1,0,20241120,0,AP,402.36255746870427,170.05295784034283,92.29617045715983
82,2,21,396.32625746085034,173.7857157597563,91.60055661779185,HL-60-TMEM154KO1,0,20241120,0,AP,396.32625746085034,173.7857157597563,91.60055661779185
83,2,22,391.4306682816311,168.6574732680261,91.20715085484663,HL-60-TMEM154KO1,0,20241120,0,AP,391.4306682816311,168.6574732680261,91.20715085484663
84,2,23,393.73589249418905,170.42811739450354,92.45120204172508,HL-60-TMEM154KO1,0,20241120,0,AP,393.73589249418905,170.42811739450354,92.45120204172508
85,2,24,396.930963608215,171.57630384488758,93.80448031262665,HL-60-TMEM154KO1,0,20241120,0,AP,396.930963608215,171.57630384488758,93.80448031262665
86,2,25,395.86709793808114,172.05636998946437,92.91020623990468,HL-60-TMEM154KO1,0,20241120,0,AP,395.86709793808114,172.05636998946437,92.91020623990468
87,2,26,392.7218049557153,166.05684856838317,87.97327076311042,HL-60-TMEM154KO1,0,20241120,0,AP,392.7218049557153,166.05684856838317,87.97327076311042
88,2,27,386.86418018929504,164.90025691243582,90.70035083082117,HL-60-TMEM154KO1,0,20241120,0,AP,386.86418018929504,164.90025691243582,90.70035083082117
89,2,28,392.7497757532055,163.02349514494452,85.25397457403359,HL-60-TMEM154KO1,0,20241120,0,AP,392.7497757532055,163.02349514494452,85.25397457403359
90,2,29,400.0369463874893,155.60268381488103,87.59887579029683,HL-60-TMEM154KO1,0,20241120,0,AP,400.0369463874893,155.60268381488103,87.59887579029683
91,2,30,405.65719874177074,152.86339665722986,94.14266411646038,HL-60-TMEM154KO1,0,20241120,0,AP,405.65719874177074,152.86339665722986,94.14266411646038
92,4,0,95.39614844067302,330.3299372054043,163.58635977292494,HL-60-TMEM154KO1,0,20241120,0,AP,95.39614844067302,330.3299372054043,163.58635977292494
93,4,1,93.68907085578923,333.49477606093046,162.0005395300028,HL-60-TMEM154KO1,0,20241120,0,AP,93.68907085578923,333.49477606093046,162.0005395300028
94,4,2,92.95776725795852,334.9242178003886,160.691576373207,HL-60-TMEM154KO1,0,20241120,0,AP,92.95776725795852,334.9242178003886,160.691576373207
95,4,3,92.63981472758792,338.2240618801074,157.4491060669285,HL-60-TMEM154KO1,0,20241120,0,AP,92.63981472758792,338.2240618801074,157.4491060669285
96,4,4,92.8114155699899,340.83661917822576,155.6267603233132,HL-60-TMEM154KO1,0,20241120,0,AP,92.8114155699899,340.83661917822576,155.6267603233132
97,4,5,93.29346923718083,343.58416389318785,155.17659133827007,HL-60-TMEM154KO1,0,20241120,0,AP,93.29346923718083,343.58416389318785,155.17659133827007
98,4,6,94.76029760298401,347.11161816209255,153.6485245739297,HL-60-TMEM154KO1,0,20241120,0,AP,94.76029760298401,347.11161816209255,153.6485245739297
99,4,7,95.5160518951099,346.9413511230826,153.58943551721595,HL-60-TMEM154KO1,0,20241120,0,AP,95.5160518951099,346.9413511230826,153.58943551721595
100,4,8,95.17816514498169,347.0377288018937,152.664858520954,HL-60-TMEM154KO1,0,20241120,0,AP,95.17816514498169,347.0377288018937,152.664858520954
101,4,9,94.88691428369965,346.0722807857089,152.53689636604898,HL-60-TMEM154KO1,0,20241120,0,AP,94.88691428369965,346.0722807857089,152.53689636604898
102,4,10,94.89790846110306,343.5389496531508,153.64514887322332,HL-60-TMEM154KO1,0,20241120,0,AP,94.89790846110306,343.5389496531508,153.64514887322332
103,4,11,94.42346536306712,340.79750294937355,155.72739255659516,HL-60-TMEM154KO1,0,20241120,0,AP,94.42346536306712,340.79750294937355,155.72739255659516
104,4,12,99.90944891379856,337.2871465498967,156.45870355914187,HL-60-TMEM154KO1,0,20241120,0,AP,99.90944891379856,337.2871465498967,156.45870355914187
105,4,13,100.2143530644353,333.3189564174004,157.6469864892585,HL-60-TMEM154KO1,0,20241120,0,AP,100.2143530644353,333.3189564174004,157.6469864892585
106,4,14,100.88948426090802,331.0099020225715,161.4643476195897,HL-60-TMEM154KO1,0,20241120,0,AP,100.88948426090802,331.0099020225715,161.4643476195897
107,4,15,102.37749817833243,330.27405207072337,166.7608677717291,HL-60-TMEM154KO1,0,20241120,0,AP,102.37749817833243,330.27405207072337,166.7608677717291
108,4,16,103.3954527053248,331.2874607958893,171.17649027359917,HL-60-TMEM154KO1,0,20241120,0,AP,103.3954527053248,331.2874607958893,171.17649027359917
109,4,17,104.80687936925658,330.59403237345845,173.9257098137522,HL-60-TMEM154KO1,0,20241120,0,AP,104.80687936925658,330.59403237345845,173.9257098137522
110,4,18,105.07772493581658,331.2124501741663,173.27339632893802,HL-60-TMEM154KO1,0,20241120,0,AP,105.07772493581658,331.2124501741663,173.27339632893802
111,4,19,104.66609353231102,330.8899345520235,172.6794693892823,HL-60-TMEM154KO1,0,20241120,0,AP,104.66609353231102,330.8899345520235,172.6794693892823
112,4,20,103.9070674653966,329.00938758436234,171.4177222474749,HL-60-TMEM154KO1,0,20241120,0,AP,103.9070674653966,329.00938758436234,171.4177222474749
113,4,21,103.88053122596861,326.04704000656335,172.42698625313076,HL-60-TMEM154KO1,0,20241120,0,AP,103.88053122596861,326.04704000656335,172.42698625313076
114,4,22,104.19523162278729,324.4353119546027,171.43876009725417,HL-60-TMEM154KO1,0,20241120,0,AP,104.19523162278729,324.4353119546027,171.43876009725417
115,4,23,104.13910742302264,321.08035569554414,170.59549597804002,HL-60-TMEM154KO1,0,20241120,0,AP,104.13910742302264,321.08035569554414,170.59549597804002
116,4,24,104.7431458064871,321.196248612254,171.54397097394943,HL-60-TMEM154KO1,0,20241120,0,AP,104.7431458064871,321.196248612254,171.54397097394943
117,4,25,104.47676930826081,326.4608146708248,172.40668694816253,HL-60-TMEM154KO1,0,20241120,0,AP,104.47676930826081,326.4608146708248,172.40668694816253
118,4,26,105.87690231742762,328.7979813772736,173.5832342344469,HL-60-TMEM154KO1,0,20241120,0,AP,105.87690231742762,328.7979813772736,173.5832342344469
119,4,27,109.97975336629484,326.32601280785593,178.1002836622373,HL-60-TMEM154KO1,0,20241120,0,AP,109.97975336629484,326.32601280785593,178.1002836622373
120,4,28,116.22519795321516,319.75775672227076,179.6154565660314,HL-60-TMEM154KO1,0,20241120,0,AP,116.22519795321516,319.75775672227076,179.6154565660314
121,4,29,116.41412222561517,319.8247079607811,179.43706314296108,HL-60-TMEM154KO1,0,20241120,0,AP,116.41412222561517,319.8247079607811,179.43706314296108
122,4,30,116.5570582137415,321.10850850576446,182.0220877035991,HL-60-TMEM154KO1,0,20241120,0,AP,116.5570582137415,321.10850850576446,182.0220877035991
123,5,0,32.40349449893669,457.5944265128958,160.87177362393078,HL-60-TMEM154KO1,0,20241120,0,AP,32.40349449893669,457.5944265128958,160.87177362393078
124,5,1,39.445209750132584,459.44540540829877,154.79522937061313,HL-60-TMEM154KO1,0,20241120,0,AP,39.445209750132584,459.44540540829877,154.79522937061313
125,5,2,43.002757531812726,458.5205080707981,154.04749435137947,HL-60-TMEM154KO1,0,20241120,0,AP,43.002757531812726,458.5205080707981,154.04749435137947
126,5,3,36.325077810109576,458.8119387872478,157.46849794785464,HL-60-TMEM154KO1,0,20241120,0,AP,36.325077810109576,458.8119387872478,157.46849794785464
127,5,4,31.72662376790486,457.1534844802077,163.3685215397311,HL-60-TMEM154KO1,0,20241120,0,AP,31.72662376790486,457.1534844802077,163.3685215397311
128,5,5,30.95460772319766,455.39543059511055,165.71625696971643,HL-60-TMEM154KO1,0,20241120,0,AP,30.95460772319766,455.39543059511055,165.71625696971643
129,5,6,26.724385853567107,449.07927958566665,175.11357075853064,HL-60-TMEM154KO1,0,20241120,0,AP,26.724385853567107,449.07927958566665,175.11357075853064
130,5,7,21.596358061209834,443.9094967365727,168.62995516467473,HL-60-TMEM154KO1,0,20241120,0,AP,21.596358061209834,443.9094967365727,168.62995516467473
131,5,8,24.97035410128505,446.29142473451554,174.18437452569268,HL-60-TMEM154KO1,0,20241120,0,AP,24.97035410128505,446.29142473451554,174.18437452569268
132,5,9,29.33344428110612,450.5000189334389,173.60272136744672,HL-60-TMEM154KO1,0,20241120,0,AP,29.33344428110612,450.5000189334389,173.60272136744672
133,5,10,37.06663353943387,454.4787927711031,174.17104801013872,HL-60-TMEM154KO1,0,20241120,0,AP,37.06663353943387,454.4787927711031,174.17104801013872
134,5,11,42.453590056621714,455.04827249451205,173.19253326923854,HL-60-TMEM154KO1,0,20241120,0,AP,42.453590056621714,455.04827249451205,173.19253326923854
135,5,12,50.65235256425926,453.159743954189,170.96735702391885,HL-60-TMEM154KO1,0,20241120,0,AP,50.65235256425926,453.159743954189,170.96735702391885
136,5,13,55.87488984484399,458.27763707056624,165.02779663863157,HL-60-TMEM154KO1,0,20241120,0,AP,55.87488984484399,458.27763707056624,165.02779663863157
137,5,14,65.99174746814599,456.5746469457562,166.63403822547448,HL-60-TMEM154KO1,0,20241120,0,AP,65.99174746814599,456.5746469457562,166.63403822547448
138,5,15,56.77898771271504,457.7773381838836,164.99229968181913,HL-60-TMEM154KO1,0,20241120,0,AP,56.77898771271504,457.7773381838836,164.99229968181913
139,5,16,51.074048758921045,458.76896034454745,163.23796599923213,HL-60-TMEM154KO1,0,20241120,0,AP,51.074048758921045,458.76896034454745,163.23796599923213
140,5,17,44.22428451439099,457.003660564379,157.33342272759864,HL-60-TMEM154KO1,0,20241120,0,AP,44.22428451439099,457.003660564379,157.33342272759864
141,5,18,35.65665823411724,454.8014069312286,160.39465820975443,HL-60-TMEM154KO1,0,20241120,0,AP,35.65665823411724,454.8014069312286,160.39465820975443
142,5,19,32.73845608894043,454.22038553319953,161.16388777685853,HL-60-TMEM154KO1,0,20241120,0,AP,32.73845608894043,454.22038553319953,161.16388777685853
143,5,20,39.45450127531827,454.775070429707,157.7623498577284,HL-60-TMEM154KO1,0,20241120,0,AP,39.45450127531827,454.775070429707,157.7623498577284
144,5,21,48.26822718067407,458.76077575486346,155.71255544142068,HL-60-TMEM154KO1,0,20241120,0,AP,48.26822718067407,458.76077575486346,155.71255544142068
145,5,22,48.27559834873687,459.147951185724,155.27943303193157,HL-60-TMEM154KO1,0,20241120,0,AP,48.27559834873687,459.147951185724,155.27943303193157
146,5,23,45.30415356796092,457.09671389568825,155.1404982556345,HL-60-TMEM154KO1,0,20241120,0,AP,45.30415356796092,457.09671389568825,155.1404982556345
147,5,24,43.56190167883264,454.57747727692106,154.72016271013356,HL-60-TMEM154KO1,0,20241120,0,AP,43.56190167883264,454.57747727692106,154.72016271013356
148,5,25,53.1980033398108,455.83893846517424,162.40692673245147,HL-60-TMEM154KO1,0,20241120,0,AP,53.1980033398108,455.83893846517424,162.40692673245147
149,5,26,61.92373339712272,459.48934168803277,163.32448893921062,HL-60-TMEM154KO1,0,20241120,0,AP,61.92373339712272,459.48934168803277,163.32448893921062
150,5,27,64.0083500552211,461.1127531053817,160.67455621513346,HL-60-TMEM154KO1,0,20241120,0,AP,64.0083500552211,461.1127531053817,160.67455621513346
151,5,28,56.84825497448501,458.52524145886014,162.32644249434065,HL-60-TMEM154KO1,0,20241120,0,AP,56.84825497448501,458.52524145886014,162.32644249434065
152,5,29,50.8725277103734,455.96632045521204,163.19242535282828,HL-60-TMEM154KO1,0,20241120,0,AP,50.8725277103734,455.96632045521204,163.19242535282828
153,5,30,46.5257354893148,453.062882321884,161.12889738975315,HL-60-TMEM154KO1,0,20241120,0,AP,46.5257354893148,453.062882321884,161.12889738975315
154,8,0,438.8522622692979,502.4537762385012,168.92330499729655,HL-60-TMEM154KO1,0,20241120,0,AP,438.8522622692979,502.4537762385012,168.92330499729655
155,8,1,438.92011687708276,501.23251191913425,169.39136340818402,HL-60-TMEM154KO1,0,20241120,0,AP,438.92011687708276,501.23251191913425,169.39136340818402
156,8,2,439.1002515519961,500.76282242177365,169.42631033185023,HL-60-TMEM154KO1,0,20241120,0,AP,439.1002515519961,500.76282242177365,169.42631033185023
157,8,3,438.2218384666293,497.7840476643738,169.08957607662816,HL-60-TMEM154KO1,0,20241120,0,AP,438.2218384666293,497.7840476643738,169.08957607662816
158,8,4,437.3707502415575,496.6230153445589,168.40127009603322,HL-60-TMEM154KO1,0,20241120,0,AP,437.3707502415575,496.6230153445589,168.40127009603322
159,8,5,436.967751313536,494.5653222774363,167.66274526303894,HL-60-TMEM154KO1,0,20241120,0,AP,436.967751313536,494.5653222774363,167.66274526303894
160,8,6,436.73506142623415,493.94437650040743,167.82564563142284,HL-60-TMEM154KO1,0,20241120,0,AP,436.73506142623415,493.94437650040743,167.82564563142284
161,8,7,437.23916934005365,496.7375925028898,168.01699665006285,HL-60-TMEM154KO1,0,20241120,0,AP,437.23916934005365,496.7375925028898,168.01699665006285
162,8,8,436.38808757772966,500.17851564989394,165.7299876509929,HL-60-TMEM154KO1,0,20241120,0,AP,436.38808757772966,500.17851564989394,165.7299876509929
163,8,9,437.69671790193036,499.93524039895874,168.24698853621769,HL-60-TMEM154KO1,0,20241120,0,AP,437.69671790193036,499.93524039895874,168.24698853621769
164,8,10,438.86305146934137,499.5883725965954,169.92486906889238,HL-60-TMEM154KO1,0,20241120,0,AP,438.86305146934137,499.5883725965954,169.92486906889238
165,8,11,438.44366179828904,499.13052841723226,171.74968923631639,HL-60-TMEM154KO1,0,20241120,0,AP,438.44366179828904,499.13052841723226,171.74968923631639
166,8,12,438.34259057116776,499.63799263218124,172.94261538223893,HL-60-TMEM154KO1,0,20241120,0,AP,438.34259057116776,499.63799263218124,172.94261538223893
167,8,13,438.29580136133467,499.67875364504283,174.22544662548023,HL-60-TMEM154KO1,0,20241120,0,AP,438.29580136133467,499.67875364504283,174.22544662548023
168,8,14,438.1293666297169,499.47352485908215,174.17623738591064,HL-60-TMEM154KO1,0,20241120,0,AP,438.1293666297169,499.47352485908215,174.17623738591064
169,8,15,439.1006266312363,498.9435598963647,172.29392991107775,HL-60-TMEM154KO1,0,20241120,0,AP,439.1006266312363,498.9435598963647,172.29392991107775
170,8,16,440.4921900888588,499.8079848029902,171.04449075554658,HL-60-TMEM154KO1,0,20241120,0,AP,440.4921900888588,499.8079848029902,171.04449075554658
171,8,17,438.4934884657235,498.79866560716056,170.83466074845393,HL-60-TMEM154KO1,0,20241120,0,AP,438.4934884657235,498.79866560716056,170.83466074845393
172,8,18,430.92421238163183,497.38100024782375,168.66553651739807,HL-60-TMEM154KO1,0,20241120,0,AP,430.92421238163183,497.38100024782375,168.66553651739807
173,8,19,428.5988076901187,496.8734146885879,167.93233067666898,HL-60-TMEM154KO1,0,20241120,0,AP,428.5988076901187,496.8734146885879,167.93233067666898
174,8,20,428.2726858393143,496.70408665926425,166.78958379671596,HL-60-TMEM154KO1,0,20241120,0,AP,428.2726858393143,496.70408665926425,166.78958379671596
