LABEL,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_SPOT_COLOR,MEAN_INTENSITY_CH1,MEDIAN_INTENSITY_CH1,MIN_INTENSITY_CH1,MAX_INTENSITY_CH1,TOTAL_INTENSITY_CH1,STD_INTENSITY_CH1,MEAN_INTENSITY_CH2,MEDIAN_INTENSITY_CH2,MIN_INTENSITY_CH2,MAX_INTENSITY_CH2,TOTAL_INTENSITY_CH2,STD_INTENSITY_CH2,CONTRAST_CH1,SNR_CH1,CONTRAST_CH2,SNR_CH2
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,Radius,Visibility,Manual spot color,Mean intensity ch1,Median intensity ch1,Min intensity ch1,Max intensity ch1,Sum intensity ch1,Std intensity ch1,Mean intensity ch2,Median intensity ch2,Min intensity ch2,Max intensity ch2,Sum intensity ch2,Std intensity ch2,Contrast ch1,Signal/Noise ratio ch1,Contrast ch2,Signal/Noise ratio ch2
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,R,Visibility,Spot color,Mean ch1,Median ch1,Min ch1,Max ch1,Sum ch1,Std ch1,Mean ch2,Median ch2,Min ch2,Max ch2,Sum ch2,Std ch2,Ctrst ch1,SNR ch1,Ctrst ch2,SNR ch2
,,,(quality),(micron),(micron),(micron),(sec),,(micron),,,(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),,,,
ID6431328,6431328,0,183.51512145996094,620.539882406742,548.35361006504,276.97383031027084,360.0,6,7.5,1,,610.9027561102444,550.0,400.0,1557.0,1174766.0,163.79325502908924,12499.635985439418,12293.0,6041.0,23586.0,2.40368E7,2578.645524796794,0.08168029293388206,0.5632801354108374,0.01017390249544176,0.09763985871506609
ID5912088,5912088,0,190.2498016357422,624.5441273812792,545.7293576350725,282.1431745530532,240.0,4,7.5,1,,613.9032761310452,548.0,382.0,1472.0,1180536.0,167.2591190581128,12170.438377535102,12103.0,5868.0,23080.0,2.3403753E7,2143.529226770327,0.08518340243187127,0.5762248476574076,0.001641924825295561,0.01861433746587442
ID6894048,6894048,0,160.29571533203125,621.2042796810337,531.5335027567484,280.9813487603235,120.0,2,7.5,1,,602.4778991159646,555.0,417.0,1219.0,1158565.0,132.4561691207466,11876.13156526261,11755.0,5651.0,21888.0,2.2837801E7,1913.163272281501,0.07446410609651144,0.6304548558392639,-6.236027147190108E-4,-0.00774696991920686
ID6818017,6818017,0,188.84532165527344,630.362711670839,535.6562526135351,266.4491749106264,780.0,13,7.5,1,,615.1227249089964,554.0,392.0,1606.0,1182881.0,168.2433495892796,12132.715028601144,12166.0,4990.0,24204.0,2.3331211E7,2445.592302406909,0.08578409368676283,0.5777196684997944,-0.003678052633455318,-0.03662875661315578
ID5872085,5872085,0,193.1934356689453,624.3231240006846,532.2493431952432,258.7071822529425,900.0,15,7.5,1,,614.3473738949558,555.0,405.0,1487.0,1181390.0,161.80166034836313,12387.757670306812,12174.0,6471.0,21879.0,2.3821658E7,2343.8508324559743,0.08495405819146248,0.5946121908995898,0.0031091934895086967,0.03276364916509112
ID6779563,6779563,0,166.2129669189453,653.3563944929917,510.43469456054396,274.70656339253344,1440.0,24,7.5,1,,607.5985439417577,563.0,408.0,1294.0,1168412.0,137.24983879662602,12396.691627665106,12200.0,6690.0,20958.0,2.3838838E7,2022.5089085564023,0.07912909232468945,0.6492286254208365,0.0042153550723766815,0.05145797069278902
ID6313518,6313518,0,188.1488494873047,632.351661324661,534.3424571647992,266.7491644553485,1020.0,17,7.5,1,,614.6978679147165,559.0,409.0,1458.0,1182064.0,155.82804141684454,12238.5002600104,12029.0,7137.0,23902.0,2.3534636E7,2344.2014862401334,0.08538990709229051,0.6206787152923855,8.26212593140618E-4,0.008619784313141405
