LABEL,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_SPOT_COLOR,MEAN_INTENSITY_CH1,MEDIAN_INTENSITY_CH1,MIN_INTENSITY_CH1,MAX_INTENSITY_CH1,TOTAL_INTENSITY_CH1,STD_INTENSITY_CH1,MEAN_INTENSITY_CH2,MEDIAN_INTENSITY_CH2,MIN_INTENSITY_CH2,MAX_INTENSITY_CH2,TOTAL_INTENSITY_CH2,STD_INTENSITY_CH2,CONTRAST_CH1,SNR_CH1,CONTRAST_CH2,SNR_CH2
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,Radius,Visibility,Manual spot color,Mean intensity ch1,Median intensity ch1,Min intensity ch1,Max intensity ch1,Sum intensity ch1,Std intensity ch1,Mean intensity ch2,Median intensity ch2,Min intensity ch2,Max intensity ch2,Sum intensity ch2,Std intensity ch2,Contrast ch1,Signal/Noise ratio ch1,Contrast ch2,Signal/Noise ratio ch2
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,R,Visibility,Spot color,Mean ch1,Median ch1,Min ch1,Max ch1,Sum ch1,Std ch1,Mean ch2,Median ch2,Min ch2,Max ch2,Sum ch2,Std ch2,Ctrst ch1,SNR ch1,Ctrst ch2,SNR ch2
,,,(quality),(µm),(µm),(µm),(sec),,(µm),,,(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),,,,
ID24027759,24027759,0,716.2960815429688,240.4904540079408,262.5290081989027,161.42544507283242,0.0,0,7.5,1,,826.467498699948,626.0,397.0,3445.0,1589297.0,467.4314334904276,13297.527821112844,13274.0,8644.0,19350.0,2.5571146E7,1008.33030851116,0.19631138655580269,0.5802820210683367,0.0017742491645849825,0.04671354511624286
ID24143890,24143890,0,861.7965698242188,290.11621140163766,272.1418968474022,157.88299276471423,8.0,8,7.5,1,,864.98127925117,620.0,404.0,3810.0,1663359.0,554.4141620890445,13779.88767550702,13725.0,7097.0,23653.0,2.6498724E7,2331.0253079570075,0.23350803967121586,0.5906935678648462,-0.006772435329429429,-0.08061665742788783
ID23987117,23987117,0,809.1387329101562,288.47564767568764,271.87756371842784,156.1362994166975,7.0,7,7.5,1,,883.1747269890795,593.0,411.0,4606.0,1698345.0,650.2398922132194,13849.50598023921,13616.0,5499.0,36430.0,2.66326E7,3699.6118596286387,0.24005289091223642,0.5258595310551789,-0.003249012010146676,-0.02440465973160698
ID23874767,23874767,0,829.8807983398438,299.0315256933013,273.2953516444696,160.80608725510444,12.0,12,7.5,1,,858.1866874674987,622.0,375.0,3967.0,1650293.0,558.6204204848993,13954.602184087364,14104.0,6337.0,22697.0,2.68347E7,2420.1308680861216,0.23053087742382958,0.575614266095501,7.068988336989918E-4,0.008146273300028326
ID23685962,23685962,0,760.5303344726562,327.46937858493277,288.9614718701733,151.19887593139893,19.0,19,7.5,1,,870.640665626625,605.0,426.0,3823.0,1674242.0,599.7509735990093,13652.10556422257,13687.0,4606.0,36772.0,2.6252999E7,3327.6685408211106,0.23633154966509373,0.5549894568294841,-0.0024172527945251405,-0.019882121060439094
ID23781868,23781868,0,811.7495727539062,289.7184057317043,268.311835178838,162.03441536966122,6.0,6,7.5,1,,864.3208528341133,602.0,416.0,3712.0,1662089.0,590.944751909576,14130.050962038482,13737.0,5147.0,51907.0,2.7172088E7,4927.396771555118,0.2319563402144252,0.5507684286359542,0.00802818907112868,0.0456773714519778
ID23447587,23447587,0,836.6368408203125,292.54917619238125,273.4619478769563,160.31423727317764,9.0,9,7.5,1,,876.009360374415,614.0,398.0,4175.0,1684566.0,608.0812010338219,13981.665106604265,13954.0,5718.0,27506.0,2.6886742E7,2617.533814827058,0.23892752378759516,0.5556450451656098,-7.384418650003864E-4,-0.007894665264103283
