,cell,frame,x,y,celltype,position,E_V_cm,date,trial,user,scope
140,0,11,267.05000491415774,98.8304702717384,CR01-low,15,0,20250506,0,NB,Oslo
141,0,12,268.81864608346416,98.59867836717902,CR01-low,15,0,20250506,0,NB,Oslo
142,0,13,267.88533756917445,100.1248482633134,CR01-low,15,0,20250506,0,NB,Oslo
143,0,14,267.42417345072755,100.27234709985952,CR01-low,15,0,20250506,0,NB,Oslo
144,0,15,267.2546934965817,100.87670036713656,CR01-low,15,0,20250506,0,NB,Oslo
145,0,16,266.7639513061197,100.55596054239004,CR01-low,15,0,20250506,0,NB,Oslo
146,0,17,267.0782084867772,100.98335075986098,CR01-low,15,0,20250506,0,NB,Oslo
147,0,18,267.1615110726122,102.6429065501978,CR01-low,15,0,20250506,0,NB,Oslo
148,0,19,267.83567975220586,103.73920369032874,CR01-low,15,0,20250506,0,NB,Oslo
149,0,20,267.9314438753965,106.53673136092,CR01-low,15,0,20250506,0,NB,Oslo
150,0,21,267.881673035851,108.79272903570516,CR01-low,15,0,20250506,0,NB,Oslo
151,0,22,268.61829404979414,109.97845011473372,CR01-low,15,0,20250506,0,NB,Oslo
152,0,23,269.30235554271803,110.93334965189,CR01-low,15,0,20250506,0,NB,Oslo
153,0,24,269.132715310019,112.39657238182517,CR01-low,15,0,20250506,0,NB,Oslo
154,0,0,159.99474376310053,430.7960641889908,CR01-low,19,0,20250506,0,NB,Oslo
155,0,1,157.1428545753349,433.46228125816174,CR01-low,19,0,20250506,0,NB,Oslo
156,0,2,157.01463509949906,433.9817629868663,CR01-low,19,0,20250506,0,NB,Oslo
157,0,3,159.28002504512995,434.822162010902,CR01-low,19,0,20250506,0,NB,Oslo
158,0,4,158.49531629242978,436.7885433953344,CR01-low,19,0,20250506,0,NB,Oslo
159,0,6,160.28236429854417,434.0698982471382,CR01-low,19,0,20250506,0,NB,Oslo
160,0,7,160.82211013782782,433.3585051782356,CR01-low,19,0,20250506,0,NB,Oslo
161,0,8,160.89803448287492,432.7977594067045,CR01-low,19,0,20250506,0,NB,Oslo
162,0,9,160.6054582989252,433.20952178986414,CR01-low,19,0,20250506,0,NB,Oslo
163,0,10,159.48431584402607,434.7066880709484,CR01-low,19,0,20250506,0,NB,Oslo
164,0,11,157.61794996959168,434.2317600893732,CR01-low,19,0,20250506,0,NB,Oslo
165,0,12,154.80541734699406,434.9535729563199,CR01-low,19,0,20250506,0,NB,Oslo
166,0,13,153.78533381623993,435.989661869661,CR01-low,19,0,20250506,0,NB,Oslo
167,0,14,154.08135261688267,436.09732985677016,CR01-low,19,0,20250506,0,NB,Oslo
168,0,15,155.42347426687638,437.066062331243,CR01-low,19,0,20250506,0,NB,Oslo
169,0,16,155.98086205182994,437.9738803953829,CR01-low,19,0,20250506,0,NB,Oslo
170,0,17,155.02453354104898,437.6566422526359,CR01-low,19,0,20250506,0,NB,Oslo
171,0,18,154.07548648933914,436.9433470244575,CR01-low,19,0,20250506,0,NB,Oslo
172,0,19,154.04867119779578,436.79971571961926,CR01-low,19,0,20250506,0,NB,Oslo
173,0,20,154.06117655885762,437.908549084807,CR01-low,19,0,20250506,0,NB,Oslo
174,0,21,154.7468694595538,438.4305040266264,CR01-low,19,0,20250506,0,NB,Oslo
175,0,22,156.2636887727588,439.3999773383295,CR01-low,19,0,20250506,0,NB,Oslo
176,0,23,156.78037431340528,439.1119363358409,CR01-low,19,0,20250506,0,NB,Oslo
177,0,24,158.1619224680721,440.1408704998194,CR01-low,19,0,20250506,0,NB,Oslo
178,0,0,6.330079911656037,165.58653333306708,CR01-low,4,0,20250508,0,NB,Rio
179,0,1,6.160881992706148,163.3310680051189,CR01-low,4,0,20250508,0,NB,Rio
180,0,2,5.349991892360392,163.02128245124285,CR01-low,4,0,20250508,0,NB,Rio
181,0,3,3.697680245688005,162.35715638228572,CR01-low,4,0,20250508,0,NB,Rio
182,0,4,3.233520438083284,161.2510934541447,CR01-low,4,0,20250508,0,NB,Rio
183,0,5,3.623871370111405,160.11205065309352,CR01-low,4,0,20250508,0,NB,Rio
184,0,6,3.5634525218101354,159.96681003840527,CR01-low,4,0,20250508,0,NB,Rio
185,0,7,4.4018572404492655,161.58173127557458,CR01-low,4,0,20250508,0,NB,Rio
186,0,8,3.131245066818586,161.66195120759903,CR01-low,4,0,20250508,0,NB,Rio
187,0,9,5.751672279829105,161.32365188499597,CR01-low,4,0,20250508,0,NB,Rio
188,0,10,5.12789003531807,164.47043618422433,CR01-low,4,0,20250508,0,NB,Rio
189,0,11,0.0,170.0064641241112,CR01-low,4,0,20250508,0,NB,Rio
190,0,12,0.0,168.7136393018746,CR01-low,4,0,20250508,0,NB,Rio
191,0,13,0.0,166.77440206851972,CR01-low,4,0,20250508,0,NB,Rio
192,0,15,0.0,165.48157724628314,CR01-low,4,0,20250508,0,NB,Rio
193,0,16,0.0,166.12798965740143,CR01-low,4,0,20250508,0,NB,Rio
194,0,17,0.6464124111182935,166.12798965740143,CR01-low,4,0,20250508,0,NB,Rio
195,0,18,0.0,165.48157724628314,CR01-low,4,0,20250508,0,NB,Rio
196,0,19,0.0,166.12798965740143,CR01-low,4,0,20250508,0,NB,Rio
197,0,20,0.0,166.12798965740143,CR01-low,4,0,20250508,0,NB,Rio
198,0,21,4.206962668029292,164.08217997277742,CR01-low,4,0,20250508,0,NB,Rio
199,0,22,0.0,167.420814479638,CR01-low,4,0,20250508,0,NB,Rio
200,0,23,0.0,168.0672268907563,CR01-low,4,0,20250508,0,NB,Rio
201,0,24,0.0,167.420814479638,CR01-low,4,0,20250508,0,NB,Rio
202,0,25,0.0,164.83516483516485,CR01-low,4,0,20250508,0,NB,Rio
203,0,26,0.0,165.48157724628314,CR01-low,4,0,20250508,0,NB,Rio
204,0,27,0.0,163.54234001292826,CR01-low,4,0,20250508,0,NB,Rio
205,0,28,0.0,165.48157724628314,CR01-low,4,0,20250508,0,NB,Rio
206,0,29,0.0,166.12798965740143,CR01-low,4,0,20250508,0,NB,Rio
207,0,30,0.0,166.12798965740143,CR01-low,4,0,20250508,0,NB,Rio
208,0,31,0.0,166.77440206851972,CR01-low,4,0,20250508,0,NB,Rio
209,0,32,0.0,167.420814479638,CR01-low,4,0,20250508,0,NB,Rio
210,0,33,4.5215435516818205,164.62647417086768,CR01-low,4,0,20250508,0,NB,Rio
211,0,34,3.0984799834071057,163.34223879586463,CR01-low,4,0,20250508,0,NB,Rio
212,0,35,0.0,166.77440206851972,CR01-low,4,0,20250508,0,NB,Rio
213,0,36,0.0,166.77440206851972,CR01-low,4,0,20250508,0,NB,Rio
214,0,1,468.7822282447362,197.91981525139943,CR01-low,8,0,20250508,0,NB,Rio
215,0,2,468.9301316771905,197.2595947315521,CR01-low,8,0,20250508,0,NB,Rio
216,0,3,468.612582659324,196.59678152882572,CR01-low,8,0,20250508,0,NB,Rio
217,0,4,468.1385436450307,196.39841281224648,CR01-low,8,0,20250508,0,NB,Rio
218,0,5,467.47538278170657,198.0240000782628,CR01-low,8,0,20250508,0,NB,Rio
219,0,6,467.8341905933778,199.59784313484545,CR01-low,8,0,20250508,0,NB,Rio
220,0,7,467.6044658740887,201.39475328187947,CR01-low,8,0,20250508,0,NB,Rio
221,0,8,467.1089484718606,202.5267817838753,CR01-low,8,0,20250508,0,NB,Rio
222,0,9,467.6646619061496,203.1310117532624,CR01-low,8,0,20250508,0,NB,Rio
223,0,10,467.7303782150371,203.9056598610944,CR01-low,8,0,20250508,0,NB,Rio
224,0,11,468.06570303228375,205.2510065017432,CR01-low,8,0,20250508,0,NB,Rio
225,0,12,467.968323063304,205.47943084771603,CR01-low,8,0,20250508,0,NB,Rio
226,0,13,467.51653482559993,206.2105830040941,CR01-low,8,0,20250508,0,NB,Rio
227,0,14,466.85311523817467,206.20475677681608,CR01-low,8,0,20250508,0,NB,Rio
228,0,15,465.5672063361574,205.97519900789436,CR01-low,8,0,20250508,0,NB,Rio
229,0,16,464.9195559362428,205.53065234415917,CR01-low,8,0,20250508,0,NB,Rio
230,0,17,463.9550737562655,205.8717125122018,CR01-low,8,0,20250508,0,NB,Rio
231,0,18,463.1374737166206,205.06616732509988,CR01-low,8,0,20250508,0,NB,Rio
232,0,19,463.0769227767893,204.7483370947505,CR01-low,8,0,20250508,0,NB,Rio
233,0,20,463.7935994121211,204.57338745130824,CR01-low,8,0,20250508,0,NB,Rio
234,0,21,465.23356383809386,204.21939592457707,CR01-low,8,0,20250508,0,NB,Rio
235,0,22,466.9001463070861,205.2550887692233,CR01-low,8,0,20250508,0,NB,Rio
236,0,23,467.3231587202146,204.5733643681869,CR01-low,8,0,20250508,0,NB,Rio
237,0,24,468.0978016633284,204.04814552370533,CR01-low,8,0,20250508,0,NB,Rio
238,0,25,467.8581667764305,204.4640513829973,CR01-low,8,0,20250508,0,NB,Rio
239,0,26,468.5906961627994,205.18475074396653,CR01-low,8,0,20250508,0,NB,Rio
240,0,27,468.80746231228414,205.74054870070307,CR01-low,8,0,20250508,0,NB,Rio
241,0,28,468.5825415995022,206.16826530092948,CR01-low,8,0,20250508,0,NB,Rio
242,0,29,467.7413084303676,205.5778474723897,CR01-low,8,0,20250508,0,NB,Rio
243,0,30,467.8452929371895,204.9626405127904,CR01-low,8,0,20250508,0,NB,Rio
244,0,31,467.2328215221928,204.3759295352941,CR01-low,8,0,20250508,0,NB,Rio
245,0,32,467.1899034589029,203.46550166081096,CR01-low,8,0,20250508,0,NB,Rio
246,0,33,467.12214019333913,202.32543989533048,CR01-low,8,0,20250508,0,NB,Rio
247,0,34,467.3518189305243,200.7227779932705,CR01-low,8,0,20250508,0,NB,Rio
248,0,35,466.1960039864359,198.47701767247156,CR01-low,8,0,20250508,0,NB,Rio
249,0,36,467.1590213781927,196.51126121926708,CR01-low,8,0,20250508,0,NB,Rio
250,0,0,444.6790490380687,239.62068743613307,CR01-low,19,0,20250508,0,NB,Rio
251,0,1,444.9946335858113,239.08716456257628,CR01-low,19,0,20250508,0,NB,Rio
252,0,2,446.0002570142229,238.4577326063433,CR01-low,19,0,20250508,0,NB,Rio
253,0,4,447.8534445407436,237.36729726644185,CR01-low,19,0,20250508,0,NB,Rio
254,0,5,448.5183067281318,236.3625714591313,CR01-low,19,0,20250508,0,NB,Rio
255,0,6,449.31255210296587,235.79785232621165,CR01-low,19,0,20250508,0,NB,Rio
256,0,7,450.2052055311211,235.28673221922693,CR01-low,19,0,20250508,0,NB,Rio
257,0,8,450.6529948360765,235.19029378668887,CR01-low,19,0,20250508,0,NB,Rio
