,cell,frame,x,y,z,celltype,position,E_V_cm,date,trial,user,celltype_genotype
163,1,1,483.606083799388,745.4140264318584,0.0,zebrafish_slideA,5,0,20250403,0,AP,Galvanin_WT
164,1,2,501.6864723960967,730.9804780264988,0.0,zebrafish_slideA,5,0,20250403,0,AP,Galvanin_WT
165,1,3,517.2235775083793,711.8790567902385,0.0,zebrafish_slideA,5,0,20250403,0,AP,Galvanin_WT
166,1,4,535.0791762042464,694.346566033247,0.0,zebrafish_slideA,5,0,20250403,0,AP,Galvanin_WT
167,1,5,549.8327428594914,678.706906131834,0.0,zebrafish_slideA,5,0,20250403,0,AP,Galvanin_WT
168,1,6,563.3597020299877,656.9242172622287,0.0,zebrafish_slideA,5,0,20250403,0,AP,Galvanin_WT
169,1,7,577.9895706499667,638.8459355496781,0.0,zebrafish_slideA,5,0,20250403,0,AP,Galvanin_WT
170,1,8,589.1261157078898,619.6654240589144,0.0,zebrafish_slideA,5,0,20250403,0,AP,Galvanin_WT
171,1,9,597.1987111464545,599.2554767019873,0.0,zebrafish_slideA,5,0,20250403,0,AP,Galvanin_WT
172,1,10,603.6548775128196,576.9414643843538,0.0,zebrafish_slideA,5,0,20250403,0,AP,Galvanin_WT
173,1,11,614.138032219981,555.2798462538581,0.0,zebrafish_slideA,5,0,20250403,0,AP,Galvanin_WT
174,1,12,625.3987051181987,532.7708801569685,0.0,zebrafish_slideA,5,0,20250403,0,AP,Galvanin_WT
175,1,13,634.5499767382928,508.3124245767711,0.0,zebrafish_slideA,5,0,20250403,0,AP,Galvanin_WT
176,1,14,642.5624527522622,484.0112731828897,0.0,zebrafish_slideA,5,0,20250403,0,AP,Galvanin_WT
177,1,15,646.3187230795905,462.29516660529583,0.0,zebrafish_slideA,5,0,20250403,0,AP,Galvanin_WT
178,1,16,647.5204905259696,440.5495549557566,0.0,zebrafish_slideA,5,0,20250403,0,AP,Galvanin_WT
179,1,17,648.8460851020092,414.1982754308328,0.0,zebrafish_slideA,5,0,20250403,0,AP,Galvanin_WT
180,1,18,647.8197448609918,391.91046126659256,0.0,zebrafish_slideA,5,0,20250403,0,AP,Galvanin_WT
181,1,19,645.2499073574588,366.0447861202204,0.0,zebrafish_slideA,5,0,20250403,0,AP,Galvanin_WT
182,1,20,641.0952724305971,341.79567822208594,0.0,zebrafish_slideA,5,0,20250403,0,AP,Galvanin_WT
183,1,21,630.954070314607,320.084284728567,0.0,zebrafish_slideA,5,0,20250403,0,AP,Galvanin_WT
184,1,22,622.0502851067752,301.1859217341707,0.0,zebrafish_slideA,5,0,20250403,0,AP,Galvanin_WT
185,1,23,610.2702196155008,278.1543467992462,0.0,zebrafish_slideA,5,0,20250403,0,AP,Galvanin_WT
186,1,24,602.1041194604676,256.9682707752994,0.0,zebrafish_slideA,5,0,20250403,0,AP,Galvanin_WT
187,1,25,591.2207388570474,235.906552703542,0.0,zebrafish_slideA,5,0,20250403,0,AP,Galvanin_WT
188,1,26,579.7886975929414,215.80200214324083,0.0,zebrafish_slideA,5,0,20250403,0,AP,Galvanin_WT
189,1,27,567.2846748104633,196.06045523995715,0.0,zebrafish_slideA,5,0,20250403,0,AP,Galvanin_WT
190,1,28,551.9047330121857,177.8950826145908,0.0,zebrafish_slideA,5,0,20250403,0,AP,Galvanin_WT
191,1,29,537.4584300214877,160.38634693799045,0.0,zebrafish_slideA,5,0,20250403,0,AP,Galvanin_WT
192,1,0,488.99216569386897,829.550429428724,0.0,zebrafish_slideA,11,0,20250403,0,AP,Galvanin_WT
193,1,1,483.34127372646657,845.4272343738164,0.0,zebrafish_slideA,11,0,20250403,0,AP,Galvanin_WT
194,1,2,487.5661519700979,865.3622298976516,0.0,zebrafish_slideA,11,0,20250403,0,AP,Galvanin_WT
195,1,3,499.4284505369403,878.5686100266429,0.0,zebrafish_slideA,11,0,20250403,0,AP,Galvanin_WT
196,1,4,519.4974878211546,880.8195407579105,0.0,zebrafish_slideA,11,0,20250403,0,AP,Galvanin_WT
197,1,5,535.5037770926635,872.7829146503217,0.0,zebrafish_slideA,11,0,20250403,0,AP,Galvanin_WT
198,1,6,545.1166540949949,858.6161177619756,0.0,zebrafish_slideA,11,0,20250403,0,AP,Galvanin_WT
199,1,7,544.4209811966568,842.2287483320972,0.0,zebrafish_slideA,11,0,20250403,0,AP,Galvanin_WT
200,1,8,533.2457835829191,826.0745460091331,0.0,zebrafish_slideA,11,0,20250403,0,AP,Galvanin_WT
201,1,9,518.3333916510156,816.6408292926972,0.0,zebrafish_slideA,11,0,20250403,0,AP,Galvanin_WT
202,1,10,498.4517484417108,814.5386994730761,0.0,zebrafish_slideA,11,0,20250403,0,AP,Galvanin_WT
203,1,11,478.0344871980104,818.4930036255125,0.0,zebrafish_slideA,11,0,20250403,0,AP,Galvanin_WT
204,1,12,460.0381004044655,831.0005705529703,0.0,zebrafish_slideA,11,0,20250403,0,AP,Galvanin_WT
205,1,13,449.4626213543198,844.7515039291848,0.0,zebrafish_slideA,11,0,20250403,0,AP,Galvanin_WT
206,1,14,451.6266003023803,860.2268194738215,0.0,zebrafish_slideA,11,0,20250403,0,AP,Galvanin_WT
207,1,15,458.55278035375954,876.9739194645973,0.0,zebrafish_slideA,11,0,20250403,0,AP,Galvanin_WT
208,1,16,471.5884195217798,893.9148766624478,0.0,zebrafish_slideA,11,0,20250403,0,AP,Galvanin_WT
