,cell,frame,x,y,z,celltype,position,E_V_cm,date,trial,user,celltype_genotype
0,0,0,279.32115531710576,615.4795992318734,0.0,zebrafish_slideA,2,0,20250411,0,AP,Galvanin_KO
1,0,1,284.8958365893212,614.1769262777276,0.0,zebrafish_slideA,2,0,20250411,0,AP,Galvanin_KO
2,0,2,297.15344536235386,609.1945812518392,0.0,zebrafish_slideA,2,0,20250411,0,AP,Galvanin_KO
3,0,3,308.17337748637203,616.6996759791498,0.0,zebrafish_slideA,2,0,20250411,0,AP,Galvanin_KO
4,0,5,298.93203613998554,633.8820610590523,0.0,zebrafish_slideA,2,0,20250411,0,AP,Galvanin_KO
5,0,6,289.4193151757559,645.0146009179817,0.0,zebrafish_slideA,2,0,20250411,0,AP,Galvanin_KO
6,0,7,290.9017068609539,648.0927463235361,0.0,zebrafish_slideA,2,0,20250411,0,AP,Galvanin_KO
7,0,8,289.5774854785737,642.482319577204,0.0,zebrafish_slideA,2,0,20250411,0,AP,Galvanin_KO
8,0,9,297.3381289750673,631.4478945452912,0.0,zebrafish_slideA,2,0,20250411,0,AP,Galvanin_KO
9,0,10,306.4710529378203,622.9735695191958,0.0,zebrafish_slideA,2,0,20250411,0,AP,Galvanin_KO
10,0,11,309.9070548549621,622.1771431146079,0.0,zebrafish_slideA,2,0,20250411,0,AP,Galvanin_KO
11,0,12,315.4733949902465,620.6475661128407,0.0,zebrafish_slideA,2,0,20250411,0,AP,Galvanin_KO
12,0,13,328.0947978227106,620.3058587516716,0.0,zebrafish_slideA,2,0,20250411,0,AP,Galvanin_KO
13,0,14,330.81181322926307,623.4002209760177,0.0,zebrafish_slideA,2,0,20250411,0,AP,Galvanin_KO
14,0,15,338.2992440211264,622.822500394919,0.0,zebrafish_slideA,2,0,20250411,0,AP,Galvanin_KO
15,0,16,345.37072902425973,617.0237537445868,0.0,zebrafish_slideA,2,0,20250411,0,AP,Galvanin_KO
16,0,17,347.9201556938343,616.396253646496,0.0,zebrafish_slideA,2,0,20250411,0,AP,Galvanin_KO
17,0,18,363.1096844450418,612.2732969901264,0.0,zebrafish_slideA,2,0,20250411,0,AP,Galvanin_KO
18,0,19,369.11376573170736,609.0115880825281,0.0,zebrafish_slideA,2,0,20250411,0,AP,Galvanin_KO
19,0,20,371.0362557452623,604.2498406943423,0.0,zebrafish_slideA,2,0,20250411,0,AP,Galvanin_KO
20,0,21,370.28733944920606,597.5208797886073,0.0,zebrafish_slideA,2,0,20250411,0,AP,Galvanin_KO
21,0,22,372.97462092082793,591.3213810732411,0.0,zebrafish_slideA,2,0,20250411,0,AP,Galvanin_KO
22,0,23,374.5395489759932,585.185159334252,0.0,zebrafish_slideA,2,0,20250411,0,AP,Galvanin_KO
23,0,24,374.2713593593911,576.2906409666632,0.0,zebrafish_slideA,2,0,20250411,0,AP,Galvanin_KO
24,0,25,375.3590608425416,571.0500309005638,0.0,zebrafish_slideA,2,0,20250411,0,AP,Galvanin_KO
