LABEL,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_SPOT_COLOR,MEAN_INTENSITY_CH1,MEDIAN_INTENSITY_CH1,MIN_INTENSITY_CH1,MAX_INTENSITY_CH1,TOTAL_INTENSITY_CH1,STD_INTENSITY_CH1,CONTRAST_CH1,SNR_CH1
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,Radius,Visibility,Manual spot color,Mean intensity ch1,Median intensity ch1,Min intensity ch1,Max intensity ch1,Sum intensity ch1,Std intensity ch1,Contrast ch1,Signal/Noise ratio ch1
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,R,Visibility,Spot color,Mean ch1,Median ch1,Min ch1,Max ch1,Sum ch1,Std ch1,Ctrst ch1,SNR ch1
,,,(quality),(µm),(µm),(µm),(frame),,(µm),,,(counts),(counts),(counts),(counts),(counts),(counts),,
ID15755153,15755153,121,143.4683380126953,683.1325659105976,149.72871891275946,272.3245737224181,6.0,6,7.5,1,,596.69370774831,553.0,427.0,1315.0,1147442.0,124.5660074632312,0.06861172136587307,0.6151206271366906
ID15397422,15397422,121,157.70521545410156,680.1639070693146,151.06697108794916,275.0056768631939,11.0,11,7.5,1,,605.7956318252731,554.0,398.0,1332.0,1164945.0,144.6260610883998,0.07332145602267255,0.5722829989596937
ID16061617,16061617,121,172.485107421875,670.8643304511261,154.5405716587697,278.7201840349296,3.0,3,7.5,1,,612.7363494539782,548.0,410.0,1682.0,1178292.0,179.2593057959618,0.08199563551943269,0.518068465170801
ID15492456,15492456,121,156.8769989013672,655.2010676281031,145.52937405565626,290.39206184091535,0.0,0,7.5,1,,602.8008320332814,559.0,411.0,1244.0,1159186.0,131.53941401524426,0.0718628389477133,0.6144875548779594
ID15221262,15221262,121,169.83816528320312,674.7568756358271,153.957212789769,273.23969241573025,5.0,5,7.5,1,,610.1014040561622,548.0,375.0,1597.0,1173225.0,168.79523708797086,0.08039606912875398,0.5379273821222726
ID15102497,15102497,121,159.25860595703125,681.2609203315383,151.4003860440519,273.86782118110136,10.0,10,7.5,1,,598.6942277691107,549.0,398.0,1344.0,1151289.0,138.57129294659433,0.07060674492012413,0.5698729102101371
ID15567862,15567862,121,162.1978759765625,682.7761588294682,151.02389602095874,273.5357787207442,9.0,9,7.5,1,,605.3577743109724,552.0,391.0,1451.0,1164103.0,144.1688509037309,0.07426311584866868,0.5805413855532845
ID15530327,15530327,121,152.45362854003906,662.4739631501365,152.08417324551021,290.79395111963686,2.0,2,7.5,1,,605.8970358814353,555.0,398.0,1583.0,1165140.0,153.6355601239561,0.0739591578938568,0.5431768689586186
ID16024095,16024095,121,144.23873901367188,660.666712328434,146.2571612543968,291.2442368153054,1.0,1,7.5,1,,605.4565782631305,557.0,408.0,1246.0,1164293.0,132.48541655806687,0.07181236400862819,0.6123861828775639
ID15828270,15828270,121,154.0993194580078,688.8616923493868,149.17914499724006,270.4566863444792,7.0,7,7.5,1,,595.0234009360374,554.0,377.0,1298.0,1144230.0,125.32343576525192,0.06973190981123283,0.6189967343637303
ID15142561,15142561,122,155.143310546875,690.6719692409305,251.54397548136637,247.1539730121812,27.0,27,7.5,1,,613.2210088403536,558.0,414.0,1348.0,1179224.0,149.94859173042263,0.08992628237245656,0.6748296315086062
ID15334830,15334830,122,151.93601989746094,690.5933804499085,250.80580216533505,247.54991452198146,25.0,25,7.5,1,,611.4264170566822,561.0,405.0,1395.0,1175773.0,146.42196363582414,0.08877895642938916,0.6809861589623764
ID15096366,15096366,122,160.24307250976562,689.0643975502994,244.76981773797522,246.8265195149059,10.0,10,7.5,1,,608.8367134685387,559.0,410.0,1219.0,1170793.0,137.86541403525362,0.07980799749041853,0.6527928264207019
ID15411106,15411106,122,151.77825927734375,690.7044655608901,252.2358616246622,247.05696312985145,28.0,28,7.5,1,,614.1383255330213,559.0,392.0,1337.0,1180988.0,148.375685405201,0.09005855086007496,0.6839251690201108
ID15525222,15525222,122,130.37564086914062,690.0695454173696,241.08732758601664,248.0568187643679,2.0,2,7.5,1,,594.5902236089444,557.0,361.0,1139.0,1143397.0,117.37612438902939,0.0737726654804375,0.6960671293022431
ID15389217,15389217,122,155.3290557861328,687.8042142964952,247.91042954357593,248.01799180408534,11.0,11,7.5,1,,613.5361414456578,550.0,407.0,1384.0,1179830.0,160.89990851756966,0.0816453053758348,0.5756529005501051
ID15787874,15787874,122,182.9421844482422,684.3844521067942,248.7493246722011,248.4001740586686,20.0,20,7.5,1,,618.8757150286011,553.0,403.0,1517.0,1190098.0,167.05001727175977,0.0864044547391951,0.589293306331804
ID15099760,15099760,122,184.70309448242188,681.2416930051336,250.12771491053326,249.74570095885008,19.0,19,7.5,1,,627.2740509620385,555.0,402.0,1561.0,1206248.0,181.21821630992557,0.09095261064978549,0.5771580397201805
ID15564410,15564410,122,154.7261199951172,690.8344183831323,241.9032674502603,246.2440389918446,9.0,9,7.5,1,,604.1762870514821,558.0,418.0,1284.0,1161831.0,128.29832649744316,0.08432124348907165,0.7324057010012194
ID15715063,15715063,122,181.9436798095703,683.9742050658457,245.95893941445814,244.8512275665023,16.0,16,7.5,1,,616.6822672906916,560.0,401.0,1287.0,1185880.0,149.245345612345,0.08561846752967087,0.6517497717746263
ID15030846,15030846,122,154.89463806152344,686.6488987617608,245.88549633652067,246.53128134601172,12.0,12,7.5,1,,608.7025481019241,561.0,410.0,1357.0,1170535.0,133.19634497629377,0.07723090820652827,0.6552773310512271
ID16018728,16018728,122,130.7746124267578,692.5174579440556,240.81089514033542,248.0797622677649,1.0,1,7.5,1,,596.32501300052,557.0,385.0,1233.0,1146733.0,122.67476409397487,0.10071452503786657,0.8895599095107706
ID15939502,15939502,122,165.20877075195312,689.188706516351,249.95217487287647,248.12437396081702,26.0,26,7.5,1,,614.6604264170567,559.0,408.0,1336.0,1181992.0,150.58980688200214,0.08493897124856552,0.6391037406332781
ID15863277,15863277,122,146.82008361816406,691.0927116457966,240.79441123285406,247.16738417941556,4.0,4,7.5,1,,604.8205928237129,557.0,413.0,1352.0,1163070.0,133.3207993459911,0.08936651582260915,0.7443196087277902
ID15641969,15641969,122,143.0486297607422,689.9810593362572,250.54276614212694,246.09230912562518,29.0,29,7.5,1,,612.0941237649506,559.0,385.0,1320.0,1177057.0,145.32922895464915,0.08624991126290821,0.6688429279727391
ID14961412,14961412,122,187.1888885498047,683.3673436032376,247.98096681323182,249.40894138944293,17.0,17,7.5,1,,624.0171606864275,553.0,401.0,1512.0,1199985.0,176.97934063118322,0.09025717947492787,0.5837901439058953
ID15256457,15256457,122,167.1514434814453,683.9909109416573,245.77631556465903,244.7368794050592,14.0,14,7.5,1,,618.068122724909,558.0,394.0,1380.0,1188545.0,157.96552541463882,0.08483874869310483,0.6119741668449696
ID15486221,15486221,122,130.19912719726562,694.1116912488853,240.80803034651709,249.52030457669622,0.0,0,7.5,1,,596.4420176807072,556.0,405.0,1290.0,1146958.0,124.81932892190116,0.11980473592965755,1.0224641024830663
ID15901331,15901331,122,185.90757751464844,686.7830098565865,245.14835921779763,243.27190307381716,22.0,22,7.5,1,,623.5179407176287,551.0,402.0,1781.0,1199025.0,181.81295080281853,0.09015424990225998,0.567221111413418
ID16057110,16057110,122,156.39051818847656,690.0240786403284,240.9219635477439,246.51972904027838,3.0,3,7.5,1,,603.8460738429537,559.0,407.0,1441.0,1161196.0,129.7089643020917,0.07708931053377394,0.6663903457240964
ID14996929,14996929,122,170.860595703125,687.114607786608,245.80998493220474,243.3133430148672,23.0,23,7.5,1,,620.6375455018201,551.0,406.0,1547.0,1193486.0,178.78599507212678,0.08612622141130717,0.55054096494624
ID15217230,15217230,122,135.82208251953125,690.5622538462072,241.19396219282348,247.32521093075792,5.0,5,7.5,1,,600.6432657306292,553.0,383.0,1228.0,1155037.0,133.84504078567667,0.08246079938146908,0.6837222080121701
ID15825750,15825750,122,149.81886291503906,691.8756766688621,238.76229762923361,245.41626337809456,7.0,7,7.5,1,,600.1726469058763,561.0,396.0,1171.0,1154132.0,121.04677564685099,0.09282654018049794,0.8423137664145354
ID15675230,15675230,122,178.4503936767578,685.5460790922208,246.6026034363956,247.19597080512148,21.0,21,7.5,1,,620.0483619344774,553.0,399.0,1522.0,1192353.0,170.27117458347882,0.08662104436280937,0.5805768732765622
ID15752834,15752834,122,139.99057006835938,690.8074337647275,240.70719664667286,247.5931219367609,6.0,6,7.5,1,,602.4721788871555,561.0,401.0,1169.0,1158554.0,121.54826566147464,0.08303231444742215,0.7600181342418895
ID15449176,15449176,122,178.01307678222656,687.0883977451117,244.65520608130328,242.93548722205088,24.0,24,7.5,1,,618.0904836193448,553.0,407.0,1516.0,1188588.0,169.36786778736948,0.0855094114807713,0.574951692592341
ID15977734,15977734,122,161.49362182617188,684.3155781086821,245.84256155660984,243.67593727640434,15.0,15,7.5,1,,610.619344773791,557.0,408.0,1224.0,1174221.0,143.68357056297893,0.08007385518632859,0.6301308286126156
ID15624025,15624025,122,192.2994842529297,681.1590264431456,248.9971735688588,250.19124430141278,18.0,18,7.5,1,,630.6302652106084,552.0,382.0,1670.0,1212702.0,195.07581721821168,0.09394628216725798,0.5552454030220135
ID15296850,15296850,122,141.26283264160156,690.5973434003599,241.3983515476126,245.9006326340937,8.0,8,7.5,1,,597.9901196047842,559.0,402.0,1233.0,1149935.0,120.55984306894126,0.07731417504764208,0.7119312917640326
ID15180441,15180441,122,158.54571533203125,686.9666073719025,244.17696813641015,243.06776074940598,13.0,13,7.5,1,,608.7867914716588,559.0,407.0,1291.0,1170697.0,137.34967676269787,0.07844543676183974,0.6448178978012913
ID14936963,14936963,123,330.201904296875,168.34669683085636,30.905401538822435,61.15863934532933,17.0,17,7.5,1,,704.0483619344774,567.0,400.0,2266.0,1353885.0,305.1494358523533,0.1429956703931488,0.5772955628576515
ID15117027,15117027,123,303.7497863769531,199.719424555116,20.72352724247189,51.189855982889284,27.0,27,7.5,1,,685.544981799272,574.0,413.0,2080.0,1318303.0,263.17194742622064,0.12878459857159616,0.5944005615578486
ID15010051,15010051,123,336.0066833496094,136.44889611737182,52.78078074330293,54.20103146233647,12.0,12,7.5,1,,689.4929797191887,589.0,415.0,1939.0,1325895.0,238.3623417405846,0.13527562093646964,0.6893510241158696
ID15311087,15311087,123,308.2677001953125,178.48167201708554,19.191837406141843,57.75144180685592,25.0,25,7.5,1,,676.5527821112845,568.0,402.0,1842.0,1301011.0,249.96629886542402,0.1253539952780374,0.6029749126748644
ID15577802,15577802,123,312.118408203125,163.20528421501683,28.850052384705037,53.753531599209126,18.0,18,7.5,1,,690.1076443057723,569.0,402.0,2087.0,1327077.0,278.13164064971824,0.1347434160935293,0.5892591272313551
ID15955771,15955771,123,346.8290710449219,153.7966813090203,33.81649827103667,75.96258086442754,15.0,15,7.5,1,,707.1929277171087,557.0,414.0,2310.0,1359932.0,338.08222329874553,0.1467269906539188,0.535297905949182
ID15235297,15235297,123,352.3956604003906,144.78472346460293,38.13615908361777,72.04442041518249,14.0,14,7.5,1,,698.7051482059283,565.0,388.0,2258.0,1343610.0,298.06499076473267,0.14228680191958334,0.5839859910359138
ID15916539,15916539,123,322.0908203125,189.15684993019687,18.51083264487599,59.04723042068227,26.0,26,7.5,1,,683.0036401456058,575.0,424.0,1755.0,1313416.0,245.6889895606253,0.1275564749637785,0.6289723086894756
ID15347584,15347584,123,337.6233825683594,136.67452652193356,52.79269049563127,54.69653287152194,11.0,11,7.5,1,,695.5969838793552,586.0,381.0,1826.0,1337633.0,252.33937995406444,0.1404781780724086,0.6790856298467411
ID15268386,15268386,123,341.5767517089844,127.07658081464191,61.422835502185755,33.81849636716613,8.0,8,7.5,1,,686.9323972958919,573.0,418.0,2023.0,1320971.0,260.8294414146189,0.13502884472484164,0.6266240179686628
ID15157005,15157005,123,302.3121337890625,138.63011050558194,44.2349125433015,62.217852032550624,13.0,13,7.5,1,,677.5980239209568,573.0,399.0,1828.0,1303021.0,244.27574816328791,0.12824773953450797,0.6306189561838396
ID15052328,15052328,123,344.5152282714844,135.4755602793685,54.03167961835504,50.622416143244116,10.0,10,7.5,1,,696.808112324493,577.0,404.0,2297.0,1339962.0,277.5947328185073,0.1417765842576516,0.6233835662656413
ID15366680,15366680,123,276.76275634765625,209.9541262204823,13.363051767781817,49.658030061935435,28.0,28,7.5,1,,674.3692147685907,587.0,402.0,1843.0,1296812.0,219.38125772773543,0.12188238960007207,0.6679159881628709
ID15762501,15762501,123,321.5603942871094,146.26536045037304,29.996635705632443,39.81854565569674,20.0,20,7.5,1,,675.8845553822152,578.0,416.0,1995.0,1299726.0,236.68372444447203,0.12583520274774918,0.6383538067050096
ID14972305,14972305,123,300.2886657714844,160.10956481075323,25.02159987707478,45.94552596114826,23.0,23,7.5,1,,674.7789911596464,585.0,408.0,1940.0,1297600.0,220.8650680594106,0.12354435814496079,0.6718885018566405
ID15538619,15538619,123,313.5439147949219,131.84985338991896,53.197757405280456,43.51814812632267,9.0,9,7.5,1,,683.5787831513261,576.0,395.0,1755.0,1314522.0,247.45043630145773,0.13118072824699395,0.6407201561331943
ID15798919,15798919,123,325.02166748046875,120.35037197725748,66.26859354902379,32.16370254194635,7.0,7,7.5,1,,678.5221008840354,587.0,408.0,1669.0,1304798.0,227.8810273995044,0.12915035448071083,0.681129440597071
ID15424317,15424317,123,304.4083557128906,169.63757341005933,22.06215596111875,49.567787524450246,24.0,24,7.5,1,,687.501820072803,568.0,413.0,1939.0,1322066.0,266.5802809146696,0.13201817052955825,0.6015284031374024
ID15875274,15875274,123,302.6681213378906,156.63115837004307,25.151405872549553,44.28475670289811,22.0,22,7.5,1,,678.9074362974519,583.0,409.0,2001.0,1305539.0,238.2960753416571,0.12590801939977636,0.6371976294930147
ID15691574,15691574,123,315.9796447753906,166.4477919405344,31.734756684613753,72.66365698004543,16.0,16,7.5,1,,698.7540301612064,571.0,415.0,2091.0,1343704.0,290.0915215447477,0.14014533487770553,0.5921581576303742
ID15050875,15050875,123,321.21929931640625,155.130708730672,31.346438936403004,46.29294946021791,19.0,19,7.5,1,,683.2844513780551,578.0,366.0,2017.0,1313956.0,250.26492664657442,0.1306456014437404,0.6309571107443323
ID15649552,15649552,123,307.77099609375,149.2288092031333,29.920400201491628,43.64143851246407,21.0,21,7.5,1,,679.625585023401,571.0,407.0,1921.0,1306920.0,250.3771062386031,0.13007888961426547,0.6248894012168574
ID15247753,15247753,124,282.8209228515625,81.82486841071089,422.72139683341476,175.14490649908916,14.0,14,7.5,1,,658.1071242849714,572.0,404.0,1896.0,1265540.0,216.87984888274747,0.11798934343827042,0.6404902256688797
ID15706253,15706253,124,377.75439453125,98.17040784079649,427.741458578259,176.71902819579597,16.0,16,7.5,1,,679.7321892875715,563.0,390.0,2085.0,1307125.0,278.65795991703027,0.13582095027288651,0.5833823275465496
ID15854130,15854130,124,343.1407470703125,78.42553454405264,405.42147166185157,167.95292351442887,4.0,4,7.5,1,,669.3187727509101,561.0,398.0,1910.0,1287100.0,259.48686215242236,0.12958651620305284,0.5918176896562066
ID15170894,15170894,124,337.4129638671875,77.76517625722168,417.0925740035162,170.39331784799705,13.0,13,7.5,1,,662.402496099844,570.0,396.0,1723.0,1273800.0,224.33793269948032,0.12506322947909992,0.6564504506883734
ID15741883,15741883,124,320.8094177246094,81.28897234499857,407.1210587681466,163.83438494908205,6.0,6,7.5,1,,673.8320332813313,554.0,401.0,2047.0,1295779.0,277.1858645571157,0.13211112186647472,0.5673628470212472
ID15371078,15371078,124,187.57418823242188,69.16597816090118,412.8418949104546,173.38137670341342,11.0,11,7.5,1,,622.6994279771191,568.0,406.0,1474.0,1197451.0,159.55019087290708,0.09067880592764763,0.6489631738686304
ID15078966,15078966,124,195.88571166992188,68.80385811365235,413.88408903360227,171.60344308922782,10.0,10,7.5,1,,629.8361934477379,573.0,406.0,1394.0,1211175.0,165.04652546359344,0.08981143497455119,0.6289722692493923
ID15285819,15285819,124,376.7758483886719,81.86388102115919,406.98917625883826,165.07068432672213,8.0,8,7.5,1,,679.4820592823713,561.0,405.0,2218.0,1306644.0,283.82358670841984,0.13693340707934457,0.576678675543069
ID15554558,15554558,124,244.75039672851562,78.4716124785374,407.58517840213347,168.40152846291113,9.0,9,7.5,1,,626.0821632865315,557.0,381.0,1707.0,1203956.0,191.37907561118115,0.09659194873866657,0.5763187502598606
ID15969255,15969255,124,325.8417053222656,89.08259326180723,427.2081048141959,178.23286791660178,15.0,15,7.5,1,,664.5439417576703,573.0,376.0,1779.0,1277918.0,226.35517549166715,0.12372292510360189,0.6464786817241037
ID16048032,16048032,124,274.26690673828125,69.49988740320696,415.04905229536286,171.70225629518131,3.0,3,7.5,1,,647.451898075923,559.0,414.0,1770.0,1245050.0,223.56442280680224,0.11463561085686087,0.5956915599995111
ID14951921,14951921,124,365.5138244628906,101.91350635414504,429.928178648818,168.5455576080108,17.0,17,7.5,1,,689.2423296931877,564.0,405.0,2467.0,1325413.0,308.118378228677,0.13937361281750188,0.5472663366501067
ID15206644,15206644,124,357.5417175292969,80.44324737659694,404.16934569698293,164.58162870677236,5.0,5,7.5,1,,692.1445657826313,559.0,362.0,2241.0,1330994.0,311.63550960769135,0.14326642329100628,0.556643114120242
ID15023672,15023672,124,274.774169921875,73.5764849567825,410.8275130825116,171.47930641449955,12.0,12,7.5,1,,644.1253250130005,566.0,365.0,1720.0,1238653.0,196.18376623345813,0.11079323432715467,0.6549638306896153
ID15817228,15817228,124,329.3057556152344,81.50366312109391,410.14630333429227,158.69435665246255,7.0,7,7.5,1,,681.4108164326573,554.0,378.0,2302.0,1310353.0,309.3695659441562,0.13739753902163107,0.5321426898225352
ID15806001,15806001,125,442.6574401855469,413.5543457327592,130.9914165748158,79.84601333224963,7.0,7,7.5,1,,724.9989599583984,597.0,402.0,2094.0,1394173.0,302.11313012051875,0.15523454180763818,0.6449350453991574
ID15432555,15432555,125,338.5923767089844,449.10353155959723,87.58034861170202,114.23523549879235,24.0,24,7.5,1,,683.0707228289132,574.0,391.0,1976.0,1313545.0,260.7191271424213,0.1280288309049332,0.5947170007417517
ID15468078,15468078,125,353.9434509277344,388.3638358259628,112.9863264366416,93.9469537774682,0.0,0,7.5,1,,708.1872074882996,587.0,409.0,2231.0,1361844.0,283.661871859763,0.14360833905059028,0.6270172002044283
ID15275693,15275693,125,441.6018371582031,414.7555502793445,131.9152477225,78.58891995918145,8.0,8,7.5,1,,726.4503380135205,599.0,412.0,1994.0,1396964.0,298.498249573737,0.1572694317642717,0.66146058856349
ID14981985,14981985,125,356.1217041015625,449.30304952638903,85.5280918719661,114.00615327781505,23.0,23,7.5,1,,687.6032241289652,581.0,393.0,1933.0,1322261.0,248.77293478216276,0.13212710629759114,0.6451511940294341
ID15013539,15013539,125,487.5290832519531,411.75636046027665,127.81177192926064,84.27723558061822,12.0,12,7.5,1,,734.3546541861674,583.0,406.0,2238.0,1412164.0,342.2904047578685,0.16213786072997316,0.5986430031077482
ID15730877,15730877,125,441.5054626464844,414.12961138301193,132.74051980230246,79.07658411073194,6.0,6,7.5,1,,724.3354134165367,592.0,412.0,2157.0,1392897.0,305.05059768494624,0.15441327747522435,0.6352156101700462
ID15842364,15842364,125,410.3816833496094,417.01073061991525,133.73180563227598,77.33039925130156,4.0,4,7.5,1,,709.8221528861154,592.0,382.0,2134.0,1364988.0,288.1559468890355,0.14674837269830865,0.6304593929140307
ID15591330,15591330,125,262.2633056640625,442.02401524103124,92.76428782156383,112.75835655600886,18.0,18,7.5,1,,658.1773270930837,571.0,412.0,1807.0,1265675.0,219.12670362878194,0.10961167733255196,0.5934216855180462
ID15058484,15058484,125,460.05908203125,410.6703236311509,127.8530010801509,80.16844139395863,10.0,10,7.5,1,,728.114404576183,581.0,402.0,2375.0,1400164.0,330.20044745577883,0.15726351062360128,0.5993046780796188
ID15504127,15504127,125,409.9127197265625,405.13634499982714,126.69854714370335,80.72850939872717,2.0,2,7.5,1,,709.142485699428,590.0,392.0,2206.0,1363681.0,287.10362347657866,0.1448986245222977,0.6252044443226663
ID15997927,15997927,125,421.5037841796875,394.9219217213474,123.45390147473064,87.6075385277166,1.0,1,7.5,1,,718.8569942797712,582.0,409.0,2482.0,1382362.0,314.2269586076772,0.15089652272364723,0.5998905359952018
ID15160318,15160318,125,334.2085266113281,417.76088783162885,124.37072973116226,89.1684348376182,13.0,13,7.5,1,,697.1497659906396,592.0,398.0,1902.0,1340619.0,251.77214033528162,0.13653328278937732,0.6652804843591815
ID15959786,15959786,125,375.7692565917969,428.6297268332827,115.45701470922374,102.8980035049418,15.0,15,7.5,1,,711.6365054602184,581.0,417.0,2430.0,1368477.0,302.90684401057666,0.14548453782249526,0.5967696600713741
ID14942271,14942271,125,355.2057800292969,432.7961747198942,94.73490295621424,107.77249723441906,17.0,17,7.5,1,,694.1606864274571,578.0,390.0,2257.0,1334871.0,282.0144896941421,0.135950758002841,0.5891701217990746
ID15923561,15923561,125,331.82958984375,449.19773616226945,89.01915289988372,116.6462971419725,26.0,26,7.5,1,,690.6359854394176,565.0,404.0,2427.0,1328093.0,299.97654884910787,0.1327697350392772,0.5396961824747096
ID15317685,15317685,125,369.7451477050781,448.89540165292203,88.4661306376763,120.98833762674442,25.0,25,7.5,1,,741.470618824753,570.0,417.0,2523.0,1425848.0,386.6275940861258,0.16367820327368207,0.5394970132232488
ID15123526,15123526,125,301.1129150390625,449.809759324446,94.19740806985753,112.32015927582327,27.0,27,7.5,1,,678.9833593343734,571.0,387.0,1856.0,1305685.0,254.39794617785407,0.12398235499349933,0.5888109980971663
ID15771666,15771666,125,286.93280029296875,451.74787278867683,90.08781198223672,112.31062043767159,20.0,20,7.5,1,,665.2501300052002,581.0,421.0,1767.0,1279276.0,213.13862925251195,0.1155501099501727,0.6465975803273318
ID16036951,16036951,125,396.05029296875,413.760116062727,132.05537998028188,80.76135849729255,3.0,3,7.5,1,,710.7015080603225,594.0,406.0,2134.0,1366679.0,284.9519051972807,0.14601441571431442,0.635552339771866
ID15884891,15884891,125,323.6893005371094,449.7431904668275,85.82463175326112,113.18346432167444,22.0,22,7.5,1,,682.792511700468,584.0,378.0,1806.0,1313010.0,237.6627874250038,0.12923193308247566,0.6575734175312277
ID15608647,15608647,125,345.17236328125,449.06124310304773,100.03435881519411,113.07958974693034,29.0,29,7.5,1,,686.00624024961,573.0,410.0,1921.0,1319190.0,261.4093316442938,0.13194881772748815,0.6118087561448181
ID15198027,15198027,125,443.9632873535156,414.9677986101391,133.5877770231534,80.08940108915913,5.0,5,7.5,1,,719.7394695787832,589.0,393.0,2242.0,1384059.0,306.11308676839263,0.1527271914018366,0.6230361497891953
ID15067914,15067914,125,295.3135070800781,447.4097207776265,90.83472954148212,113.24291282873386,19.0,19,7.5,1,,670.5247009880395,565.0,417.0,1870.0,1289419.0,253.4621186003981,0.11906589447831496,0.562941719129184
ID15350681,15350681,125,452.0341491699219,412.01553793671974,129.22984253934698,82.25393095981462,11.0,11,7.5,1,,731.9360374414977,587.0,406.0,2391.0,1407513.0,325.35328203893926,0.15946330765648703,0.6188019772731411
ID15543195,15543195,125,451.5001525878906,412.0954991820117,130.3608763459998,81.27819692688297,9.0,9,7.5,1,,719.7498699947998,591.0,392.0,2375.0,1384079.0,299.66327502946996,0.15332088671892735,0.6386004705886433
ID15660120,15660120,125,339.95758056640625,451.63084273794243,89.27297842932899,113.4521945782549,21.0,21,7.5,1,,684.8341133645346,582.0,397.0,1885.0,1316936.0,248.24720618959282,0.13034838077655536,0.6362449315997852
ID15385436,15385436,125,346.36083984375,449.5879251501627,96.23711098748757,112.04250357787265,28.0,28,7.5,1,,686.4321372854914,573.0,414.0,2036.0,1320009.0,268.5555107976168,0.13007491716660155,0.5884097461729445
ID15238550,15238550,125,357.40679931640625,423.18111326538246,117.67992188655343,99.28681208905778,14.0,14,7.5,1,,698.2605304212168,580.0,404.0,1988.0,1342755.0,280.2313026288813,0.13598520264746772,0.5965540831123014
ID15696657,15696657,125,299.2477722167969,427.45519187165524,108.46340489506669,109.2360682202954,16.0,16,7.5,1,,689.4409776391055,596.0,416.0,1727.0,1325795.0,237.3942242692974,0.13036299261377302,0.6698743224613383
ID15398895,15398895,126,625.705810546875,420.21395428450336,311.48923713140005,166.5812507141682,28.0,28,7.5,1,,781.6417056682267,589.0,403.0,3139.0,1503097.0,451.8369191723511,0.1908595975249087,0.5545100836820331
ID15170091,15170091,126,544.7544555664062,330.055439450773,308.36716232226706,167.4321039673087,13.0,13,7.5,1,,745.9386375455018,592.0,404.0,2834.0,1434440.0,361.678754873668,0.15131152691714614,0.5421122995457851
ID15706528,15706528,126,505.69866943359375,341.6241032313506,298.9942816636739,179.90824293782208,16.0,16,7.5,1,,744.8393135725429,594.0,398.0,2518.0,1432326.0,355.85487003338835,0.16817540226398286,0.6026623920685135
ID15779519,15779519,126,640.3812866210938,364.54630095543627,295.63873862413897,175.80374424839982,20.0,20,7.5,1,,768.4898595943838,594.0,401.0,3181.0,1477806.0,416.32460305059465,0.18432676242257162,0.5745831847055503
ID15078964,15078964,126,491.9314880371094,323.65284577545526,293.337011153195,171.37158787936153,10.0,10,7.5,1,,720.6609464378575,587.0,419.0,2454.0,1385831.0,324.58504121217345,0.1504201277665865,0.5806065941675173
ID14953526,14953526,126,568.59130859375,347.22004401511845,290.773300424212,183.63728785928978,17.0,17,7.5,1,,732.8720748829953,588.0,433.0,2542.0,1409313.0,352.1438123607826,0.160935454956249,0.577007907796224
ID15023350,15023350,126,538.2955932617188,331.1636990803193,308.59132317764653,166.46677996777169,12.0,12,7.5,1,,736.2142485699428,584.0,413.0,2642.0,1415740.0,376.76037986276333,0.15759004812670652,0.5320384158901504
ID15246270,15246270,126,530.0335693359375,332.60829161136394,307.6140063072824,165.6044936417033,14.0,14,7.5,1,,734.492459698388,599.0,407.0,2510.0,1412429.0,336.9227847331709,0.1592945095038401,0.5990926393513673
ID15286641,15286641,126,575.2347412109375,316.6938012045453,280.44853915663765,169.46421616789982,8.0,8,7.5,1,,770.6375455018201,584.0,394.0,3047.0,1481936.0,442.44052044982016,0.18470648588900637,0.5431210619997202
ID15967979,15967979,126,583.0965576171875,335.67421843887274,303.41198114005243,170.31687245933762,15.0,15,7.5,1,,764.01872074883,595.0,401.0,2984.0,1469208.0,400.5190605446252,0.16770036686344864,0.5479152687616419
ID15082045,15082045,126,623.3151245117188,357.83014740159035,291.90414278252,179.7060714683939,19.0,19,7.5,1,,765.5023400936037,591.0,378.0,3688.0,1472061.0,417.4446088109442,0.18223955899155486,0.5653466593402203
ID15930664,15930664,126,651.765625,419.5108075004899,308.5056427302893,180.64978828653548,26.0,26,7.5,1,,774.7727509100364,601.0,424.0,2811.0,1489888.0,411.67904065439717,0.18746415191629726,0.5942145757754675
ID15667699,15667699,126,622.01708984375,376.2116864626255,293.6955183737258,177.07935470634672,21.0,21,7.5,1,,759.4908996359854,616.0,414.0,2532.0,1460501.0,345.02139355975373,0.178867694377395,0.6679952704116991
ID15818902,15818902,126,587.9844360351562,314.9970641451981,275.92028989486965,173.0968217319326,7.0,7,7.5,1,,749.7233489339574,589.0,419.0,2925.0,1441718.0,385.63677951363604,0.17130615959074205,0.5686632157689974
ID15207183,15207183,126,593.5001220703125,309.7135056474314,266.3401874086313,170.55000515653228,5.0,5,7.5,1,,745.7436297451898,580.0,422.0,2879.0,1434065.0,389.71686713481887,0.17069306438639964,0.5580115329118147
ID15325070,15325070,126,671.6590576171875,412.0944760893931,300.67714405366115,174.69829003006794,25.0,25,7.5,1,,784.2641705668227,591.0,406.0,3187.0,1508140.0,456.18129223443435,0.19349454551307096,0.5574464930290639
