LABEL,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_SPOT_COLOR,MEAN_INTENSITY_CH1,MEDIAN_INTENSITY_CH1,MIN_INTENSITY_CH1,MAX_INTENSITY_CH1,TOTAL_INTENSITY_CH1,STD_INTENSITY_CH1,MEAN_INTENSITY_CH2,MEDIAN_INTENSITY_CH2,MIN_INTENSITY_CH2,MAX_INTENSITY_CH2,TOTAL_INTENSITY_CH2,STD_INTENSITY_CH2,CONTRAST_CH1,SNR_CH1,CONTRAST_CH2,SNR_CH2
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,Radius,Visibility,Manual spot color,Mean intensity ch1,Median intensity ch1,Min intensity ch1,Max intensity ch1,Sum intensity ch1,Std intensity ch1,Mean intensity ch2,Median intensity ch2,Min intensity ch2,Max intensity ch2,Sum intensity ch2,Std intensity ch2,Contrast ch1,Signal/Noise ratio ch1,Contrast ch2,Signal/Noise ratio ch2
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,R,Visibility,Spot color,Mean ch1,Median ch1,Min ch1,Max ch1,Sum ch1,Std ch1,Mean ch2,Median ch2,Min ch2,Max ch2,Sum ch2,Std ch2,Ctrst ch1,SNR ch1,Ctrst ch2,SNR ch2
,,,(quality),(µm),(µm),(µm),(sec),,(µm),,,(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),,,,
ID18858399,18858399,0,476.64910888671875,594.7460370776391,231.76934978490024,94.86708565620437,14.0,14,7.5,1,,790.7295891835673,609.0,369.0,2444.0,1520573.0,387.5411061318824,21101.107644305772,20779.0,12256.0,38438.0,4.057743E7,3582.2106739481696,0.19325005908555637,0.6608887854488924,0.0010475879442515168,0.012328774051624233
ID18560793,18560793,0,530.7962646484375,593.1998270934175,231.97774437601169,97.16300638972788,8.0,8,7.5,1,,803.2314092563703,624.0,397.0,2581.0,1544614.0,400.6758961919473,20977.11180447218,20479.0,11984.0,38775.0,4.0338986E7,3941.484980128106,0.20344906068827173,0.6778060455134829,0.0012656555973666428,0.013454948416582412
ID18671642,18671642,0,513.2738647460938,596.8014974478444,229.79015278591564,92.12106572330345,6.0,6,7.5,1,,790.9037961518461,625.0,412.0,2455.0,1520908.0,371.9697835528049,20707.627665106604,20666.0,10948.0,37834.0,3.9820768E7,3445.4278309518713,0.19744896005634155,0.7012031093971898,-0.003869050245325628,-0.04668798402353885
ID19350255,19350255,0,527.5751953125,589.5670111252285,230.41367020498487,94.2364389559401,19.0,19,7.5,1,,825.0551222048882,587.0,408.0,3372.0,1586581.0,489.897556747004,20939.257930317213,20557.0,10793.0,50160.0,4.0266193E7,4839.624279802061,0.21427696240776858,0.5943816765869936,-0.003074989258579061,-0.026690748113562
ID19163821,19163821,0,543.1649780273438,592.1135153360389,231.03222938740223,96.77006724385735,9.0,9,7.5,1,,794.0925637025481,619.0,410.0,2398.0,1527040.0,377.3169433178213,20982.878835153406,20688.0,13232.0,33465.0,4.0350076E7,3068.7691227265163,0.19901832511520834,0.6986538611963955,0.0017166037268244976,0.023434518325134053
ID18522518,18522518,0,487.5060119628906,594.1367936394942,231.7270228342188,94.4166496007015,16.0,16,7.5,1,,786.263130525221,613.0,425.0,2351.0,1511984.0,381.5037561414412,21069.77015080603,20935.0,13897.0,33096.0,4.0517168E7,2895.550125601039,0.19250602721210822,0.6654000625773302,-8.487688162737479E-4,-0.012362801422544163
ID19427684,19427684,0,532.2095336914062,588.7038582065438,230.982727210399,95.21367537163101,22.0,22,7.5,1,,815.0478419136765,597.0,404.0,3011.0,1567337.0,461.3413087086291,20703.88819552782,20767.0,9975.0,46014.0,3.9813577E7,4401.5430275521985,0.20943783353773174,0.6118744812984448,-0.009457171680029923,-0.08981832934963782
